Name,State,Distance to the Capital (Km),Total Population,Total Area,Density,HDI,URL
Jaú,São Paulo,296,133497 hab.,"687,103km²","194,3hab./km²","0,778",https://pt.wikipedia.org/wiki/Ja%C3%BA
Jarinu,São Paulo,76,31173 hab.,"207,671km²","150,1hab./km²","0,759",https://pt.wikipedia.org/wiki/Jarinu
Jardinópolis,São Paulo,330,46868 hab.,"501,870km²","93,4hab./km²","0,735",https://pt.wikipedia.org/wiki/Jardin%C3%B3polis_(S%C3%A3o_Paulo)
Jambeiro,São Paulo,122,6828 hab.,"184,413km²",37hab./km²,"0,779",https://pt.wikipedia.org/wiki/Jambeiro_(S%C3%A3o_Paulo)
Jandira,São Paulo,32,124937 hab.,"17,523km²","7129,9hab./km²","0,760",https://pt.wikipedia.org/wiki/Jandira
Jaguariúna,São Paulo,125,59347 hab.,"141,391km²","419,7hab./km²","0,829",https://pt.wikipedia.org/wiki/Jaguari%C3%BAna
Jacupiranga,São Paulo,217,16116 hab.,"708,382km²","22,8hab./km²","0,76",https://pt.wikipedia.org/wiki/Jacupiranga
Jaci,São Paulo,471,7613 hab.,"145,133km²","52,5hab./km²","0,723",https://pt.wikipedia.org/wiki/Jaci_(S%C3%A3o_Paulo)
Jacareí,São Paulo,82,240275 hab.,"464,272km²","517,5hab./km²","0,777",https://pt.wikipedia.org/wiki/Jacare%C3%AD
Jaboticabal,São Paulo,358,71821 hab.,"706,602km²","101,6hab./km²","0,778",https://pt.wikipedia.org/wiki/Jaboticabal
Jaborandi,São Paulo,417,6917 hab.,"274,219km²","25,2hab./km²","0,711",https://pt.wikipedia.org/wiki/Jaborandi_(S%C3%A3o_Paulo)
Jales,São Paulo,586,50017 hab.,"368,574km²","135,7hab./km²","0,804",https://pt.wikipedia.org/wiki/Jales
Ituverava,São Paulo,413,37571 hab.,"704,659km²","53,3hab./km²","0,765",https://pt.wikipedia.org/wiki/Ituverava
Itupeva,São Paulo,60,70616 hab.,"200,816km²","351,6hab./km²","0,762",https://pt.wikipedia.org/wiki/Itupeva
Itu,São Paulo,102,174561 hab.,"640,719km²","272,4hab./km²","0,773",https://pt.wikipedia.org/wiki/Itu
Itobi,São Paulo,249,7546 hab.,"138,610km²","54,4hab./km²","0,782",https://pt.wikipedia.org/wiki/Itobi
Itirapuã,São Paulo,440,8226 hab.,"161,490km²","50,9hab./km²","0,76",https://pt.wikipedia.org/wiki/Itirapu%C3%A3
Itirapina,São Paulo,214,16938 hab.,"564,261km²",30hab./km²,"0,783",https://pt.wikipedia.org/wiki/Itirapina
Itatinga,São Paulo,221,24752 hab.,"979,872km²","25,3hab./km²","0,799",https://pt.wikipedia.org/wiki/Itatinga
Itatiba,São Paulo,85,"121,590 hab.","322,230km²","0,4hab./km²","0,7780",https://pt.wikipedia.org/wiki/Itatiba
Itaquaquecetuba,São Paulo,41,369275 hab.,"82,622km²","4469,5hab./km²","0,714",https://pt.wikipedia.org/wiki/Itaquaquecetuba
Itaporanga,São Paulo,"291,1",14085 hab.,"507,737km²","27,7hab./km²","0,719",https://pt.wikipedia.org/wiki/Itaporanga_(S%C3%A3o_Paulo)
Itariri,São Paulo,157,16602 hab.,"272,777km²","60,9hab./km²","0,75",https://pt.wikipedia.org/wiki/Itariri
Itapirapuã Paulista,São Paulo,381,3884 hab.,"406,306km²","9,6hab./km²","0,661",https://pt.wikipedia.org/wiki/Itapirapu%C3%A3_Paulista
Itararé,São Paulo,345,44438 hab.,"1003,860km²","44,3hab./km²","0,732",https://pt.wikipedia.org/wiki/Itarar%C3%A9
Itapuí,São Paulo,320,13659 hab.,"140,023km²","97,5hab./km²","0,725",https://pt.wikipedia.org/wiki/Itapu%C3%AD
Itapura,São Paulo,677,4674 hab.,"307,265km²","15,2hab./km²","0,739",https://pt.wikipedia.org/wiki/Itapura
Itápolis,São Paulo,360,43536 hab.,"996,747km²","43,7hab./km²","0,785",https://pt.wikipedia.org/wiki/It%C3%A1polis
Itapecerica da Serra,São Paulo,33,158522 hab.,"151,458km²","1046,6hab./km²","0,742",https://pt.wikipedia.org/wiki/Itapecerica_da_Serra
Itapira,São Paulo,173,74299 hab.,"518,416km²","143,3hab./km²","0,762",https://pt.wikipedia.org/wiki/Itapira
Itapetininga,São Paulo,171,157790 hab.,"1789,350km²","88,2hab./km²","0,763",https://pt.wikipedia.org/wiki/Itapetininga
Itaju,São Paulo,338,3556 hab.,"228,777km²","15,5hab./km²","0,705",https://pt.wikipedia.org/wiki/Itaju
Itanhaém,São Paulo,109,112476 hab.,"601,711km²","186,9hab./km²","0,745",https://pt.wikipedia.org/wiki/Itanha%C3%A9m
Itapeva,São Paulo,292,89728 hab.,"1826,26km²","49,1hab./km²","0,732",https://pt.wikipedia.org/wiki/Itapeva_(S%C3%A3o_Paulo)
Itapevi,São Paulo,35,232513 hab.,"82,659km²","2812,95 hab./km²","0,735",https://pt.wikipedia.org/wiki/Itapevi
Itaoca,São Paulo,343 km,3228 hab.,"182,495km²","17,7hab./km²","0,65",https://pt.wikipedia.org/wiki/Itaoca
Itaberá,São Paulo,318,17983 hab.,"1100,247km²","16,3hab./km²","0,735",https://pt.wikipedia.org/wiki/Itaber%C3%A1
Itajobi,São Paulo,400,16989 hab.,"502,1km²","33,8hab./km²","0,798",https://pt.wikipedia.org/wiki/Itajobi
Itaí,São Paulo,300,25180 hab.,"1092,884km²",23hab./km²,"0,728",https://pt.wikipedia.org/wiki/Ita%C3%AD
Iracemápolis,São Paulo,153,20029 hab.,"115,118km²",174hab./km²,"0,776",https://pt.wikipedia.org/wiki/Iracem%C3%A1polis
Ipuã,São Paulo,411,14454 hab.,"466,461km²",31hab./km²,"0,749",https://pt.wikipedia.org/wiki/Ipu%C3%A3
Irapuã,São Paulo,425,6867 hab.,"257,612km²","26,7hab./km²","0,766",https://pt.wikipedia.org/wiki/Irapu%C3%A3_(S%C3%A3o_Paulo)
Iporanga,São Paulo,360,4046 hab.,"1152,06km²","3,5hab./km²","0,703",https://pt.wikipedia.org/wiki/Iporanga
Irapuru,São Paulo,648,8217 hab.,"213,403km²","38,5hab./km²","0,76",https://pt.wikipedia.org/wiki/Irapuru_(S%C3%A3o_Paulo)
Ipiguá,São Paulo,471,6761 hab.,"136,028km²","49,7hab./km²","0,79",https://pt.wikipedia.org/wiki/Ipigu%C3%A1
Ipeúna,São Paulo,200,6016 hab.,"190,534km²","31,6hab./km²","0,786",https://pt.wikipedia.org/wiki/Ipe%C3%BAna
Iperó,São Paulo,120,37133 hab.,"170,940km²","217,2hab./km²","0,779",https://pt.wikipedia.org/wiki/Iper%C3%B3
Ipaussu,São Paulo,315,13663 hab.,"209,141km²","65,3hab./km²","0,795",https://pt.wikipedia.org/wiki/Ipaussu
Inúbia Paulista,São Paulo,580,3907 hab.,"86,710km²","45,1hab./km²","0,786",https://pt.wikipedia.org/wiki/In%C3%BAbia_Paulista
Indiaporã,São Paulo,600,3903 hab.,"279,88km²","13,9hab./km²","0,751",https://pt.wikipedia.org/wiki/Indiapor%C3%A3
Ilha Solteira,São Paulo,674,25549 hab.,"661,3km²","38,6hab./km²","0,812",https://pt.wikipedia.org/wiki/Ilha_Solteira
Indaiatuba,São Paulo,99,260690 hab.,"311,545km²","836,8hab./km²","0,788",https://pt.wikipedia.org/wiki/Indaiatuba
Indiana,São Paulo,498 (em linha reta),4873 hab.,129367km²,0hab./km²,"0,789",https://pt.wikipedia.org/wiki/Indiana_(S%C3%A3o_Paulo)
Ilha Comprida,São Paulo,209,"13,447 hab.","192,09km²","0,1hab./km²","0,725",https://pt.wikipedia.org/wiki/Ilha_Comprida
Iguape,São Paulo,202,29115 hab.,"1978,795km²","14,7hab./km²","0,726",https://pt.wikipedia.org/wiki/Iguape
Ilhabela,São Paulo,212,36194 hab.,"346,389km²","104,5hab./km²","0,756",https://pt.wikipedia.org/wiki/Ilhabela
Igarapava,São Paulo,447,"26,212 hab.","468,355km²","0,1hab./km²","0,768",https://pt.wikipedia.org/wiki/Igarapava
Igaraçu do Tietê,São Paulo,294,24376 hab.,"96,618km²","252,3hab./km²","0,77",https://pt.wikipedia.org/wiki/Igara%C3%A7u_do_Tiet%C3%AA
Igaratá,São Paulo,89,9631 hab.,"293,953km²","32,8hab./km²","0,764",https://pt.wikipedia.org/wiki/Igarat%C3%A1
Iepê,São Paulo,525,"7,619 hab.","594,974km²","12,80 hab./km²","0,75",https://pt.wikipedia.org/wiki/Iep%C3%AA
Icém,São Paulo,530,7819 hab.,"362,355km²","21,6hab./km²","0,720",https://pt.wikipedia.org/wiki/Ic%C3%A9m
Ibiúna,São Paulo,70,80062 hab.,"1059,689km²","75,6hab./km²","0,746",https://pt.wikipedia.org/wiki/Ibi%C3%BAna
Ibitinga,São Paulo,360,61150 hab.,"689,391km²","88,7hab./km²","0,747",https://pt.wikipedia.org/wiki/Ibitinga
Ibirarema,São Paulo,407,6725 hab.,"228,453km²","29,4hab./km²","0,775",https://pt.wikipedia.org/wiki/Ibirarema
Ibirá,São Paulo,420,11690 hab.,"271,912km²",43hab./km²,"0,801",https://pt.wikipedia.org/wiki/Ibir%C3%A1
Ibaté,São Paulo,247,32810 hab.,"289,544km²","113,3hab./km²","0,79",https://pt.wikipedia.org/wiki/Ibat%C3%A9
Iaras,São Paulo,285,7704 hab.,"401,371km²","19,2hab./km²","0,742",https://pt.wikipedia.org/wiki/Iaras
Iacri,São Paulo,550,"6,131 hab.","321,948km²",0hab./km²,"0,733",https://pt.wikipedia.org/wiki/Iacri
Iacanga,São Paulo,376,11858 hab.,"548,029km²","21,6hab./km²","0,779",https://pt.wikipedia.org/wiki/Iacanga
Holambra,São Paulo,120,15605 hab.,"64,277km²","242,8hab./km²","0,793",https://pt.wikipedia.org/wiki/Holambra
Herculândia,São Paulo,511,9526 hab.,"365,136km²","26,1hab./km²","0,738",https://pt.wikipedia.org/wiki/Hercul%C3%A2ndia
Hortolândia,São Paulo,114,236641 hab.,"62,276km²","3799,9hab./km²","0,756",https://pt.wikipedia.org/wiki/Hortol%C3%A2ndia
Guatapará,São Paulo,,7496 hab.,"412,637km²","18,2hab./km²","0,743",https://pt.wikipedia.org/wiki/Guatapar%C3%A1
Guarulhos,São Paulo,"14,35",1291784 hab.,"318,675km²","4053,6hab./km²","0,763",https://pt.wikipedia.org/wiki/Guarulhos
Guaratinguetá,São Paulo,175,121798 hab.,"752,636km²","161,8hab./km²","0,798",https://pt.wikipedia.org/wiki/Guaratinguet%C3%A1
Guararema,São Paulo,81,30465 hab.,"270,816km²","112,5hab./km²","0,731",https://pt.wikipedia.org/wiki/Guararema
Guareí,São Paulo,186,15013 hab.,"566,260km²","26,5hab./km²","0,746",https://pt.wikipedia.org/wiki/Guare%C3%AD
Guarujá,São Paulo,95,320459 hab.,"142,589km²","2247,4hab./km²","0,751",https://pt.wikipedia.org/wiki/Guaruj%C3%A1
Guariba,São Paulo,342,"37,498 hab.","270,289km²","0,1hab./km²","0,756",https://pt.wikipedia.org/wiki/Guariba_(S%C3%A3o_Paulo)
Guzolândia,São Paulo,590,5307 hab.,"252,47km²",21hab./km²,"0,729",https://pt.wikipedia.org/wiki/Guzol%C3%A2ndia
Guararapes,São Paulo,545,30732 hab.,"956,580km²","32,1hab./km²","0,802",https://pt.wikipedia.org/wiki/Guararapes_(S%C3%A3o_Paulo)
Guarantã,São Paulo,405,"6,675 hab.","461,795km²",0hab./km²,"0,727",https://pt.wikipedia.org/wiki/Guarant%C3%A3_(S%C3%A3o_Paulo)
Guará,São Paulo,405,"18,606 hab.","362,183km²","0,1hab./km²","0,718",https://pt.wikipedia.org/wiki/Guar%C3%A1_(S%C3%A3o_Paulo)
Guapiara,São Paulo,230,17071 hab.,"408,292km²","41,8hab./km²","0,675",https://pt.wikipedia.org/wiki/Guapiara
Guapiaçu,São Paulo,450,21711 hab.,"325,126km²","66,8hab./km²","0,725",https://pt.wikipedia.org/wiki/Guapia%C3%A7u
Guarani d'Oeste,São Paulo,595,1970 hab.,"85,5km²",23hab./km²,"0,757",https://pt.wikipedia.org/wiki/Guarani_d%27Oeste
Guaraci,São Paulo,465,10350 hab.,"641,501km²","16,1hab./km²","0,737",https://pt.wikipedia.org/wiki/Guaraci_(S%C3%A3o_Paulo)
Guaraçaí,São Paulo,616,8435 hab.,"568,397km²","14,8hab./km²","0,719",https://pt.wikipedia.org/wiki/Guara%C3%A7a%C3%AD_(S%C3%A3o_Paulo)
Guaimbê,São Paulo,467,5425 hab.,"217,448km²","24,9hab./km²","0,728",https://pt.wikipedia.org/wiki/Guaimb%C3%AA
Guaiçara,São Paulo,470,10671 hab.,"269,300km²","39,6hab./km²","0,778",https://pt.wikipedia.org/wiki/Guai%C3%A7ara
Glicério,São Paulo,443,4138 hab.,"272,80km²","15,2hab./km²","0,735",https://pt.wikipedia.org/wiki/Glic%C3%A9rio_(S%C3%A3o_Paulo)
Getulina,São Paulo,466,10777 hab.,"675,428km²",16hab./km²,"0,77",https://pt.wikipedia.org/wiki/Getulina
General Salgado,São Paulo,548,10669 hab.,"493,3km²","21,6hab./km²","0,762",https://pt.wikipedia.org/wiki/General_Salgado
Gavião Peixoto,São Paulo,304,4420 hab.,"243,711km²","18,1hab./km²","0,763",https://pt.wikipedia.org/wiki/Gavi%C3%A3o_Peixoto
Gastão Vidigal,São Paulo,,4193 hab.,"180,9km²","23,2hab./km²","0,768",https://pt.wikipedia.org/wiki/Gast%C3%A3o_Vidigal_(S%C3%A3o_Paulo)
Guaíra,São Paulo,450,42480 hab.,"1258,476km²","33,8hab./km²","0,753",https://pt.wikipedia.org/wiki/Gua%C3%ADra_(S%C3%A3o_Paulo)
Garça,São Paulo,405,43115 hab.,"555,807km²","77,6hab./km²","0,769",https://pt.wikipedia.org/wiki/Gar%C3%A7a_(S%C3%A3o_Paulo)
Gália,São Paulo,401,6380 hab.,355914km²,0hab./km²,"0,745",https://pt.wikipedia.org/wiki/G%C3%A1lia_(S%C3%A3o_Paulo)
Gabriel Monteiro,São Paulo,550,2705 hab.,"138,533km²","19,5hab./km²","0,768",https://pt.wikipedia.org/wiki/Gabriel_Monteiro
Franco da Rocha,São Paulo,27,158438 hab.,"132,775km²","1193,3hab./km²","0,731",https://pt.wikipedia.org/wiki/Franco_da_Rocha
Francisco Morato,São Paulo,32,165139 hab.,"49,164km²","3358,9hab./km²","0,703",https://pt.wikipedia.org/wiki/Francisco_Morato
Florínea,São Paulo,484,2829 hab.,"227,359km²","12,4hab./km²","0,713",https://pt.wikipedia.org/wiki/Flor%C3%ADnea
Flórida Paulista,São Paulo,607,12958 hab.,"524,138km²","24,7hab./km²","0,715",https://pt.wikipedia.org/wiki/Fl%C3%B3rida_Paulista
Floreal,São Paulo,521,3003 hab.,"204,3km²","14,7hab./km²","0,8",https://pt.wikipedia.org/wiki/Floreal
Franca,São Paulo,400,364331 hab.,"605,679km²","601,5hab./km²","0,780",https://pt.wikipedia.org/wiki/Franca
Flora Rica,São Paulo,535,1602 hab.,"225,115km²","7,1hab./km²","0,747",https://pt.wikipedia.org/wiki/Flora_Rica
Ferraz de Vasconcelos,São Paulo,23,196500 hab.,"30,071km²","6534,5hab./km²","0,738",https://pt.wikipedia.org/wiki/Ferraz_de_Vasconcelos
Fernão,São Paulo,"189,2 km",1656 hab.,"100,297km²","16,5hab./km²","0,748",https://pt.wikipedia.org/wiki/Fern%C3%A3o_(S%C3%A3o_Paulo)
Fernandópolis,São Paulo,557,71186 hab.,"549,797km²","129,5hab./km²","0,797",https://pt.wikipedia.org/wiki/Fernand%C3%B3polis
Fernando Prestes,São Paulo,365,5534 hab.,"170,112km²","32,5hab./km²","0,776",https://pt.wikipedia.org/wiki/Fernando_Prestes
Fartura,São Paulo,357,16641 hab.,"429,464km²","38,7hab./km²","0,732",https://pt.wikipedia.org/wiki/Fartura
Euclides da Cunha Paulista,São Paulo,708,9600 hab.,"577,122km²","16,6hab./km²","0,738",https://pt.wikipedia.org/wiki/Euclides_da_Cunha_Paulista
Estrela d'Oeste,São Paulo,572,8208 hab.,"296,4km²","27,7hab./km²","0,792",https://pt.wikipedia.org/wiki/Estrela_d%27Oeste
Estrela do Norte,São Paulo,,2661 hab.,"263,273km²","10,1hab./km²","0,767",https://pt.wikipedia.org/wiki/Estrela_do_Norte_(S%C3%A3o_Paulo)
Estiva Gerbi,São Paulo,175,10772 hab.,"73,723km²","146,1hab./km²","0,740",https://pt.wikipedia.org/wiki/Estiva_Gerbi
Espírito Santo do Turvo,São Paulo,320,4246 hab.,"191,294km²","22,2hab./km²","0,755",https://pt.wikipedia.org/wiki/Esp%C3%ADrito_Santo_do_Turvo
Espírito Santo do Pinhal,São Paulo,202,44607 hab.,"390,413km²","114,3hab./km²","0,787",https://pt.wikipedia.org/wiki/Esp%C3%ADrito_Santo_do_Pinhal
Engenheiro Coelho,São Paulo,167,19566 hab.,"109,798km²","178,2hab./km²","0,792",https://pt.wikipedia.org/wiki/Engenheiro_Coelho
Emilianópolis,São Paulo,610,3186 hab.,"223,311km²","14,3hab./km²","0,751",https://pt.wikipedia.org/wiki/Emilian%C3%B3polis
Embu-Guaçu,São Paulo,48,69385 hab.,"155,641km²","445,8hab./km²","0,749",https://pt.wikipedia.org/wiki/Embu-Gua%C3%A7u
Embaúba,São Paulo,,2423 hab.,"83,1km²","29,2hab./km²","0,757",https://pt.wikipedia.org/wiki/Emba%C3%BAba_(S%C3%A3o_Paulo)
Elisiário,São Paulo,402,3120 hab.,94km²,"33,2hab./km²","0,764",https://pt.wikipedia.org/wiki/Elisi%C3%A1rio
Elias Fausto,São Paulo,131,15796 hab.,"201,471km²","78,4hab./km²","0,768",https://pt.wikipedia.org/wiki/Elias_Fausto
Eldorado,São Paulo,249,13069 hab.,"1,654,256km²","7901,5hab./km²","0,733",https://pt.wikipedia.org/wiki/Eldorado_(S%C3%A3o_Paulo)
Echaporã,São Paulo,464,6205 hab.,"515,244km²",12hab./km²,"0,745",https://pt.wikipedia.org/wiki/Echapor%C3%A3
Dumont,São Paulo,333,10023 hab.,"110,866km²","90,4hab./km²","0,744",https://pt.wikipedia.org/wiki/Dumont
Duartina,São Paulo,366,"12,328 hab.","264,557km²",0hab./km²,"0,748",https://pt.wikipedia.org/wiki/Duartina
Embu das Artes,São Paulo,36,"250,691 hab.","70,398km²","3,6hab./km²","0,735",https://pt.wikipedia.org/wiki/Embu_das_Artes
Dracena,São Paulo,650,47287 hab.,"488,041km²","96,9hab./km²","0,776",https://pt.wikipedia.org/wiki/Dracena
Dourado,São Paulo,260,8890 hab.,"205,981km²","43,2hab./km²","0,78",https://pt.wikipedia.org/wiki/Dourado_(S%C3%A3o_Paulo)
Dolcinópolis,São Paulo,620,2096 hab.,"78,3km²","26,8hab./km²","0,76",https://pt.wikipedia.org/wiki/Dolcin%C3%B3polis
Dois Córregos,São Paulo,265,27704 hab.,"632,973km²","43,8hab./km²","0,725",https://pt.wikipedia.org/wiki/Dois_C%C3%B3rregos
Dobrada,São Paulo,320,7939 hab.,"150,085km²","52,9hab./km²","0,745",https://pt.wikipedia.org/wiki/Dobrada
Divinolândia,São Paulo,285,11209 hab.,"222,257km²","50,4hab./km²","0,788",https://pt.wikipedia.org/wiki/Divinol%C3%A2ndia
Dirce Reis,São Paulo,700,1799 hab.,"88,133km²","20,4hab./km²","0,737",https://pt.wikipedia.org/wiki/Dirce_Reis
Diadema,São Paulo,17,393237 hab.,"30,732km²","12795,7hab./km²","0,757",https://pt.wikipedia.org/wiki/Diadema
Descalvado,São Paulo,242,31916 hab.,"753,706km²","42,3hab./km²","0,75",https://pt.wikipedia.org/wiki/Descalvado
Cunha,São Paulo,228,21547 hab.,"1407,25km²","15,3hab./km²","0,684",https://pt.wikipedia.org/wiki/Cunha_(S%C3%A3o_Paulo)
Cubatão,São Paulo,68,133821 hab.,"142,879km²","936,6hab./km²","0,735",https://pt.wikipedia.org/wiki/Cubat%C3%A3o
Cruzeiro,São Paulo,220,74961 hab.,"305,699km²","245,2hab./km²","0,788",https://pt.wikipedia.org/wiki/Cruzeiro_(S%C3%A3o_Paulo)
Cruzália,São Paulo,480,2270 hab.,"149,173km²","15,2hab./km²","0,786",https://pt.wikipedia.org/wiki/Cruz%C3%A1lia
Cristais Paulista,São Paulo,405,8631 hab.,"385,230km²","22,4hab./km²","0,771",https://pt.wikipedia.org/wiki/Cristais_Paulista
Cravinhos,São Paulo,297,34252 hab.,"311,341km²",110hab./km²,"0,756",https://pt.wikipedia.org/wiki/Cravinhos
Coroados,São Paulo,,5986 hab.,"246,544km²","24,3hab./km²","0,802",https://pt.wikipedia.org/wiki/Coroados_(S%C3%A3o_Paulo)
Cosmorama,São Paulo,504,7214 hab.,"443,8km²","16,3hab./km²","0,755",https://pt.wikipedia.org/wiki/Cosmorama
Coronel Macedo,São Paulo,330,4280 hab.,"304,505km²","14,1hab./km²","0,711",https://pt.wikipedia.org/wiki/Coronel_Macedo
Cosmópolis,São Paulo,130,59773 hab.,"154,730km²","386,3hab./km²","0,799",https://pt.wikipedia.org/wiki/Cosm%C3%B3polis
Corumbataí,São Paulo,202,4027 hab.,"278,143km²","14,5hab./km²","0,78",https://pt.wikipedia.org/wiki/Corumbata%C3%AD
Conchas,São Paulo,210,16288 hab.,466km²,35hab./km²,"0,736",https://pt.wikipedia.org/wiki/Conchas
Cotia,São Paulo,34,"274,413 hab.","323,994km²","0,8hab./km²","0,780",https://pt.wikipedia.org/wiki/Cotia
Cordeirópolis,São Paulo,160,25116 hab.,"137,579km²","182,6hab./km²","0,758",https://pt.wikipedia.org/wiki/Cordeir%C3%B3polis
Conchal,São Paulo,176,28105 hab.,"183,826km²","152,9hab./km²","0,77",https://pt.wikipedia.org/wiki/Conchal
Colômbia,São Paulo,482,6203 hab.,"729,252km²","8,5hab./km²","0,710",https://pt.wikipedia.org/wiki/Col%C3%B4mbia_(S%C3%A3o_Paulo)
Colina,São Paulo,405,18245 hab.,"422,303km²","43,2hab./km²","0,824",https://pt.wikipedia.org/wiki/Colina_(S%C3%A3o_Paulo)
Chavantes,São Paulo,370,12482 hab.,"188,212km²","66,3hab./km²","0,776",https://pt.wikipedia.org/wiki/Chavantes
Clementina,São Paulo,524,7992 hab.,"168,739km²","47,4hab./km²","0,792",https://pt.wikipedia.org/wiki/Clementina_(S%C3%A3o_Paulo)
Charqueada,São Paulo,180,15086 hab.,"175,998km²","85,7hab./km²","0,736",https://pt.wikipedia.org/wiki/Charqueada_(S%C3%A3o_Paulo)
Cerquilho,São Paulo,143,44695 hab.,"127,803km²","349,7hab./km²","0,782",https://pt.wikipedia.org/wiki/Cerquilho
Cesário Lange,São Paulo,146,17915 hab.,"190,189km²","94,2hab./km²","0,767",https://pt.wikipedia.org/wiki/Ces%C3%A1rio_Lange
Cerqueira César,São Paulo,293,21469 hab.,"511,621km²",42hab./km²,"0,729",https://pt.wikipedia.org/wiki/Cerqueira_C%C3%A9sar
Cedral,São Paulo,430,12618 hab.,"197,838km²","63,8hab./km²","0,803",https://pt.wikipedia.org/wiki/Cedral_(S%C3%A3o_Paulo)
Catiguá,São Paulo,414,10127 hab.,"148,4km²","68,2hab./km²","0,787",https://pt.wikipedia.org/wiki/Catigu%C3%A1
Catanduva,São Paulo,384,114953 hab.,"290,596km²","395,6hab./km²","0,785",https://pt.wikipedia.org/wiki/Catanduva
Castilho,São Paulo,642,20418 hab.,"1065,318km²","19,2hab./km²","0,76",https://pt.wikipedia.org/wiki/Castilho_(S%C3%A3o_Paulo)
Cássia dos Coqueiros,São Paulo,351,2627 hab.,"190,916km²","13,8hab./km²","0,796",https://pt.wikipedia.org/wiki/C%C3%A1ssia_dos_Coqueiros
Casa Branca,São Paulo,230,28312 hab.,"865,544km²","32,7hab./km²","0,730",https://pt.wikipedia.org/wiki/Casa_Branca_(S%C3%A3o_Paulo)
Cardoso,São Paulo,560,12305 hab.,"639,7km²","19,2hab./km²","0,756",https://pt.wikipedia.org/wiki/Cardoso
Carapicuíba,São Paulo,21,"400,927 hab.","34,967km²","11,5hab./km²","0,749",https://pt.wikipedia.org/wiki/Carapicu%C3%ADba
Caraguatatuba,São Paulo,178,134873 hab.,"484,947km²","278,1hab./km²","0,759",https://pt.wikipedia.org/wiki/Caraguatatuba
Capivari,São Paulo,108,56973 hab.,"322,878km²","176,5hab./km²","0,750",https://pt.wikipedia.org/wiki/Capivari
Capela do Alto,São Paulo,112,20706 hab.,"169,981km²","121,8hab./km²","0,748",https://pt.wikipedia.org/wiki/Capela_do_Alto
Capão Bonito,São Paulo,223,46337 hab.,"1641,229km²","28,2hab./km²","0,721",https://pt.wikipedia.org/wiki/Cap%C3%A3o_Bonito
Canitar,São Paulo,368,4369 hab.,"57,380km²","76,1hab./km²","0,738",https://pt.wikipedia.org/wiki/Canitar
Canas,São Paulo,190,5138 hab.,"53,261km²","96,5hab./km²","0,753",https://pt.wikipedia.org/wiki/Canas_(S%C3%A3o_Paulo)
Cândido Rodrigues,São Paulo,353,2668 hab.,"69,523km²","38,4hab./km²","0,789",https://pt.wikipedia.org/wiki/C%C3%A2ndido_Rodrigues
Campos do Jordão,São Paulo,173,46974 hab.,"290,52km²","161,7hab./km²","0,749",https://pt.wikipedia.org/wiki/Campos_do_Jord%C3%A3o
Campo Limpo Paulista,São Paulo,45,77632 hab.,"80,048km²","969,8hab./km²","0,805",https://pt.wikipedia.org/wiki/Campo_Limpo_Paulista
Campos Novos Paulista,São Paulo,415,4932 hab.,"484,577km²","10,2hab./km²","0,761",https://pt.wikipedia.org/wiki/Campos_Novos_Paulista
Cândido Mota,São Paulo,428,31410 hab.,"595,911km²","52,7hab./km²","0,79",https://pt.wikipedia.org/wiki/C%C3%A2ndido_Mota
Cananéia,São Paulo,265,12542 hab.,"1237,354km²","10,1hab./km²","0,720",https://pt.wikipedia.org/wiki/Canan%C3%A9ia
Campinas,São Paulo,99,1139047 hab.,"794,571km²","1433,5hab./km²","0,805",https://pt.wikipedia.org/wiki/Campinas
Campina do Monte Alegre,São Paulo,229,6088 hab.,"184,077km²","33,1hab./km²","0,742",https://pt.wikipedia.org/wiki/Campina_do_Monte_Alegre
Cajuru,São Paulo,305,26167 hab.,"660,687km²","39,6hab./km²","0,783",https://pt.wikipedia.org/wiki/Cajuru
Cajobi,São Paulo,430,9768 hab.,"176,9km²","55,2hab./km²","0,775",https://pt.wikipedia.org/wiki/Cajobi
Cajamar,São Paulo,43,"92,689 hab.","131,386km²","0,7hab./km²","0,728",https://pt.wikipedia.org/wiki/Cajamar
Caieiras,São Paulo,35,"95,032 hab.","97,642km²",1hab./km²,"0,781",https://pt.wikipedia.org/wiki/Caieiras
Caiabu,São Paulo,559,4072 hab.,"251,949km²","16,2hab./km²","0,779",https://pt.wikipedia.org/wiki/Caiabu
Cafelândia,São Paulo,411,"16,654 hab.","919,860km²",0hab./km²,"0,788",https://pt.wikipedia.org/wiki/Cafel%C3%A2ndia_(S%C3%A3o_Paulo)
Cajati,São Paulo,: 232,28441 hab.,"454,436km²","62,6hab./km²","0,694",https://pt.wikipedia.org/wiki/Cajati_(S%C3%A3o_Paulo)
Caiuá,São Paulo,624,5039 hab.,"535,522km²","9,4hab./km²","0,71",https://pt.wikipedia.org/wiki/Caiu%C3%A1
Caconde,São Paulo,290,18985 hab.,"470,487km²","40,4hab./km²","0,782",https://pt.wikipedia.org/wiki/Caconde
Cachoeira Paulista,São Paulo,193,33327 hab.,"287,990km²","115,7hab./km²","0,794",https://pt.wikipedia.org/wiki/Cachoeira_Paulista
Caçapava,São Paulo,113,95752 hab.,"368,99km²","259,5hab./km²","0,788",https://pt.wikipedia.org/wiki/Ca%C3%A7apava
Cabreúva,São Paulo,78,47011 hab.,"260,234km²","180,6hab./km²","0,774",https://pt.wikipedia.org/wiki/Cabre%C3%BAva_(S%C3%A3o_Paulo)
